Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason
1104SEKF,No,49,247,641.2,196,788.9,Yes,no,263,0,6,Yes,0,TX,8917325307,Female,69,No,Yes,No,0,No,Month-to-Month,Direct Debit,44,2166,,
8501GVNJ,No,46,122,371.3,184,414,Yes,no,82.8,0,10,Yes,0,PA,7125073086,Male,23,Yes,No,No,0,Yes,Two Year,Credit Card,43,2009,,
5584CLGA,No,68,299,820.2,272,1026.8,Yes,yes,0,0,15,No,61,DE,8226965349,Female,27,Yes,No,No,0,Yes,Two Year,Direct Debit,41,2775,,
9325HTNC,No,43,217,564.5,172,382.7,Yes,no,76.5,0,4,Yes,0,MO,9265264582,Female,58,No,No,No,0,Yes,Month-to-Month,Credit Card,45,1933,,
5807XIED,No,5,27,79.2,20,46,Yes,no,9.2,0,3,Yes,0,AR,7837489412,Female,66,No,Yes,No,0,No,Month-to-Month,Credit Card,43,225,,
8221XNGD,No,28,136,332.5,112,372.4,Yes,no,93.1,0,12,Yes,0,WI,7341769608,Male,25,Yes,No,No,0,Yes,One Year,Credit Card,41,1145,,
1250STMT,No,58,269,862.6,232,481.4,Yes,no,120.4,0,3,Yes,0,SD,9793062209,Male,39,No,No,No,0,Yes,Month-to-Month,Direct Debit,41,2360,,
4852YKDI,No,48,133,285.7,192,777.6,Yes,no,388.8,0,2,No,75,GA,7754883978,Female,70,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,42,2007,,
8834YNHR,No,13,21,50.3,52,182,Yes,no,60.7,0,5,Yes,0,TX,9260004914,Female,50,No,No,No,0,No,Month-to-Month,Credit Card,52,655,,
9329CZWM,No,1,2,4,4,14.8,Yes,no,3.7,0,0,No,0,NJ,8797904895,Female,61,No,No,No,0,No,Month-to-Month,Direct Debit,8,8,,
5881TJBI,No,2,6,19.1,8,19,Yes,no,4.8,0,6,Yes,0,AK,9227916824,Male,70,No,Yes,No,0,No,Month-to-Month,Paper Check,28,59,,
6197CWOB,No,55,210,493.1,220,583,Yes,yes,0,0,2,Yes,0,CT,8525894860,Male,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,57,3123,,
7114DSLR,No,71,306,785.2,284,830.7,Yes,no,166.1,0,5,Yes,0,CO,9055250095,Male,65,No,Yes,No,0,No,Two Year,Direct Debit,44,3110,,
8464NQMR,No,1,7,15,4,13.9,Yes,no,2.8,0,1,Yes,0,ND,9403669125,Male,48,No,No,No,0,No,Month-to-Month,Direct Debit,39,39,,
1451HDAE,No,4,20,58.1,16,53.6,Yes,no,26.8,0,0,No,0,NH,9378180524,Male,35,No,No,No,0,No,Month-to-Month,Credit Card,9,41,,
6483BRNW,No,65,199,518.7,260,962,Yes,no,320.7,0,13,Yes,0,MN,8172022633,Female,43,No,No,No,0,Yes,One Year,Direct Debit,62,4035,,
2861VGIC,No,3,11,24.2,12,49.2,Yes,no,16.4,0,1,Yes,0,NH,8833122161,Female,72,No,Yes,No,0,No,Month-to-Month,Direct Debit,12,31,,
6713YILD,No,27,169,296.3,108,380.7,Yes,no,76.1,0,16,Yes,0,KY,9671375017,Male,32,No,No,No,0,No,Month-to-Month,Credit Card,17,463,,
4421VYBF,No,64,111,319.5,256,672,Yes,no,168,0,10,Yes,0,IN,7339669692,Male,30,No,No,No,0,Yes,Two Year,Direct Debit,37,2368,,
3376WGNB,No,59,302,643.8,236,1144.6,Yes,no,286.2,0,0,No,0,OR,9741941840,Female,48,No,No,No,0,No,Two Year,Credit Card,7,384,,
4496PIDL,No,2,12,21.5,8,16.6,Yes,no,5.5,0,0,No,0,SD,7525412084,Female,37,No,No,No,0,No,Month-to-Month,Direct Debit,12,26,,
1210TVSC,No,2,9,19,8,25.6,Yes,no,5.1,0,0,No,0,DE,9779307297,Female,61,No,No,No,0,No,Month-to-Month,Credit Card,8,13,,
3814ZCAB,No,41,236,570.3,164,405.9,Yes,no,81.2,0,1,No,17,NE,9831379572,Male,69,No,Yes,No,0,No,Month-to-Month,Direct Debit,55,2244,,
2317FMMI,No,28,51,111.8,112,274.4,Yes,no,137.2,0,5,Yes,0,OH,7372794947,Female,62,No,No,No,0,No,One Year,Direct Debit,40,1106,,
9218RYFZ,No,17,67,185.7,68,217.6,Yes,no,43.5,0,8,Yes,0,AR,7771652432,Male,62,No,No,No,0,No,One Year,Credit Card,23,390,,
6591AGBL,No,72,414,1149.2,288,633.6,Yes,no,316.8,0,0,No,0,TX,9131185987,Male,27,Yes,No,No,0,No,Two Year,Direct Debit,10,742,,
9560BLYN,No,9,52,107.8,36,78.3,Yes,no,26.1,0,2,Yes,0,WI,7410288718,Male,47,No,No,No,0,No,Month-to-Month,Direct Debit,26,235,,
6666DFYS,No,1,6,16,4,14.4,Yes,no,2.9,0,1,Yes,0,OR,8949358233,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,37,37,,
1485PBGF,No,8,17,52.8,32,98.4,Yes,no,19.7,0,6,Yes,0,OH,7943433793,Female,49,No,No,No,0,No,Month-to-Month,Direct Debit,34,258,,
9755EMCK,No,61,99,305.9,244,549,Yes,no,274.5,0,16,Yes,0,IL,7204553295,Male,24,Yes,No,No,0,Yes,One Year,Direct Debit,39,2379,,
6075JUPN,No,59,149,410.4,236,896.8,Yes,no,448.4,0,12,Yes,0,MO,7204686246,Female,35,No,No,No,0,No,Two Year,Credit Card,37,2147,,
4806JNCF,No,1,4,12,4,9.6,Yes,yes,0,0,0,No,0,NH,9475057919,Female,45,No,No,No,0,No,Month-to-Month,Credit Card,13,13,,
6022NREL,No,11,76,165.3,44,100.1,Yes,no,25,0,2,Yes,0,IA,9589086664,Female,38,No,No,No,0,No,Month-to-Month,Direct Debit,27,294,,
1600VMBO,No,57,244,574.8,228,809.4,Yes,no,161.9,0,0,No,0,AL,8859819405,Male,51,No,No,No,0,No,Two Year,Credit Card,13,743,,
2738WURU,No,19,51,154.6,76,188.1,Yes,no,47,0,0,No,0,WA,8146218132,Female,25,Yes,No,No,0,No,One Year,Credit Card,10,192,,
4712JDAZ,No,52,76,209.9,208,774.8,Yes,yes,0,0,7,Yes,0,NC,8701535514,Female,39,No,No,No,0,Yes,One Year,Direct Debit,56,2942,,
1581MGTB,No,71,125,282.2,284,958.5,Yes,no,319.5,0,7,No,71,WY,9052720487,Female,37,No,No,No,0,Yes,Two Year,Credit Card,26,1810,,
5500YGFU,No,11,36,89.9,44,163.9,Yes,no,41,0,0,No,0,PA,7551899938,Male,59,No,No,No,0,No,One Year,Credit Card,15,169,,
8320OGAN,No,67,358,674.3,268,797.3,Yes,no,159.5,0,1,Yes,0,MO,7585178977,Female,56,No,No,No,0,No,Two Year,Direct Debit,35,2338,,
1564TARC,No,40,228,554.4,160,260,Yes,no,130,0,5,Yes,0,DE,7263645839,Female,83,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,56,2219,,
3277NXDS,No,29,288,431.2,116,345.1,Yes,no,69,0,5,Yes,0,WI,9678795420,Male,76,No,Yes,No,0,No,Month-to-Month,Direct Debit,37,1070,,
6290RRMI,No,1,3,9,4,10.7,Yes,no,5.4,0,12,No,5,CO,7587358445,Male,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,25,25,,
1679CATQ,No,72,371,1158.1,288,604.8,Yes,no,151.2,0,0,No,0,WA,7810401521,Female,23,Yes,No,No,0,No,Two Year,Credit Card,9,683,,
5870ZEDH,No,71,352,1065.8,284,639,Yes,yes,0,0,6,Yes,0,OH,7293299496,Male,31,No,No,No,0,Yes,Two Year,Direct Debit,31,2229,,
3480UEFN,No,67,172,401.8,268,649.9,Yes,yes,0,0,9,Yes,0,TN,9322231478,Female,77,No,Yes,No,0,Yes,One Year,Direct Debit,50,3366,,
2476DQLP,No,73,219,798.8,292,905.2,Yes,no,181,0,8,No,26,MA,9474559338,Female,52,No,No,No,0,Yes,Two Year,Direct Debit,49,3527,,
9890EGWB,No,51,208,562.7,204,504.9,Yes,no,101,0,21,Yes,0,TX,9190820868,Female,21,Yes,No,No,0,Yes,One Year,Direct Debit,50,2567,,
5032TVZZ,No,8,50,132.3,32,74.4,Yes,no,18.6,0,0,No,0,MD,8989261688,Male,30,No,No,No,0,No,One Year,Direct Debit,10,85,,
9924CXWX,No,38,137,423.1,152,247,Yes,no,61.8,0,8,Yes,0,IN,8831909786,Male,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,11,424,,
2585YSHA,No,37,57,185.4,148,336.7,Yes,yes,0,0,10,No,0,NY,7587831939,Female,56,No,No,No,0,Yes,Month-to-Month,Direct Debit,60,2210,,
0194UGAI,No,35,93,211.6,140,455,Yes,no,227.5,0,8,Yes,0,WI,8985269110,Male,34,No,No,No,0,Yes,Two Year,Direct Debit,37,1305,,
6106AKSH,No,71,569,1142.7,284,646.1,Yes,no,129.2,0,4,Yes,0,OK,7936875669,Male,56,No,No,No,0,No,Two Year,Credit Card,42,3029,,
7783SMHU,No,17,101,279.1,68,268.6,Yes,no,134.3,0,5,Yes,0,CT,7834760192,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,33,583,,
6419RTHG,No,11,23,55.1,44,146.3,Yes,yes,0,0,0,No,0,AK,9155653888,Female,55,No,No,No,0,No,Month-to-Month,Credit Card,15,161,,
0242MCGY,No,1,5,11,4,6.5,Yes,no,1.3,0,0,No,0,ID,8169566210,Male,59,No,No,No,0,No,Month-to-Month,Credit Card,12,12,,
4788MBAV,No,30,207,388.8,120,471,Yes,yes,0,0,8,Yes,0,OK,8170572186,Female,41,No,No,No,0,Yes,One Year,Credit Card,37,1106,,
2337JGXR,No,9,47,78.8,36,101.7,Yes,no,20.3,0,6,Yes,0,SD,9268181380,Female,36,No,No,No,0,Yes,Month-to-Month,Direct Debit,32,280,,
1696JSRN,No,60,99,241.8,240,678,Yes,no,339,0,0,No,0,OH,7834069802,Male,51,No,No,No,0,No,Two Year,Direct Debit,12,738,,
5130ECIX,No,45,189,578.9,180,508.5,Yes,no,169.5,0,10,Yes,0,VA,7709919765,Female,66,No,Yes,No,0,Yes,One Year,Direct Debit,55,2430,,
0107DKSL,No,7,45,106.4,28,78.4,Yes,no,15.7,0,12,Yes,0,NM,7604915942,Male,24,Yes,No,No,0,No,Month-to-Month,Direct Debit,45,298,,
6823ZNUQ,No,8,22,54.9,32,88.8,Yes,no,17.8,0,9,Yes,0,HI,7217513043,Male,19,Yes,No,No,0,No,Month-to-Month,Credit Card,22,175,,
8927LCEK,No,40,115,279.9,160,448,Yes,no,149.3,0,15,Yes,0,MO,8119644822,Female,26,Yes,No,No,0,Yes,One Year,Direct Debit,59,2364,,
5083GHZQ,No,10,14,48.3,40,122,Yes,no,61,0,3,No,27,AL,8845469285,Male,42,No,No,No,0,No,Month-to-Month,Direct Debit,31,303,,
7185IZQG,No,42,343,666.4,168,630,Yes,yes,0,0,3,Yes,0,NJ,9238346653,Male,66,No,Yes,No,0,No,One Year,Direct Debit,54,2252,,
8686ZZUL,No,26,118,282.7,104,403,Yes,no,134.3,0,8,Yes,0,WA,8175239899,Female,27,Yes,No,No,0,Yes,Month-to-Month,Credit Card,21,538,,
0513QEBM,No,35,150,345.5,140,280,Yes,no,70,0,20,Yes,0,NY,8098437235,Female,29,Yes,No,No,0,No,One Year,Credit Card,27,944,,
2028BWJV,No,64,312,826,256,691.2,Yes,no,345.6,0,3,Yes,0,NE,8288641786,Female,69,No,Yes,No,0,Yes,Two Year,Credit Card,65,4117,,
8477ZKHF,No,57,398,847.5,228,786.6,Yes,no,393.3,0,9,No,0,MA,8083182977,Male,46,No,No,No,0,No,One Year,Direct Debit,37,2100,,
4466NZDI,No,20,50,118.1,80,150,Yes,no,50,0,1,Yes,0,NM,8732539402,Male,53,No,No,No,0,No,One Year,Credit Card,36,704,,
5291JIDG,No,47,164,657.2,188,432.4,Yes,no,216.2,0,4,Yes,0,CO,7888480307,Female,41,No,No,No,0,Yes,Month-to-Month,Credit Card,35,1657,,
2533HQWP,No,13,26,79.2,52,97.5,Yes,no,32.5,0,0,No,0,WV,8182174410,Female,58,No,No,No,0,No,Two Year,Direct Debit,13,166,,
9838XJOC,No,12,56,148.9,48,144,Yes,no,36,0,3,Yes,0,NM,8595330600,Male,37,No,No,No,0,No,Month-to-Month,Direct Debit,55,683,,
6520AEYH,No,72,231,574,288,756,Yes,no,252,0,5,No,73,WA,8919341771,Male,72,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,52,3729,,
7225YQQL,No,34,127,338.5,136,326.4,Yes,no,163.2,0,5,Yes,0,NM,8146683825,Male,76,No,Yes,No,0,Yes,One Year,Direct Debit,43,1451,,
6672PAFR,No,29,183,351.5,116,310.3,Yes,no,155.2,0,30,Yes,0,GA,9912125549,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,41,1187,,
8015SZHN,No,30,105,241.5,120,324,Yes,no,81,0,10,Yes,0,ME,8482489516,Male,69,No,Yes,No,0,No,Month-to-Month,Paper Check,35,1042,,
9231IPBJ,No,33,85,131.9,132,537.9,Yes,no,134.5,0,43,Yes,0,OK,9588615639,Female,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,46,1510,,
0322BDAK,No,55,92,220.1,220,671,Yes,no,167.8,0,5,Yes,0,TN,7126516908,Male,82,No,Yes,No,0,Yes,Two Year,Direct Debit,48,2662,,
0402PONP,No,59,173,355.5,236,743.4,Yes,no,185.9,0,2,No,96,WY,8438660348,Female,60,No,No,No,0,No,One Year,Direct Debit,43,2575,,
3980CGZX,No,55,105,276.4,220,654.5,Yes,no,327.3,0,10,Yes,0,NY,7261719446,Male,82,No,Yes,No,0,No,Month-to-Month,Direct Debit,26,1456,,
6917KZIZ,No,72,228,716.2,288,633.6,Yes,yes,0,0,3,Yes,0,DE,9423465464,Male,67,No,Yes,No,0,Yes,One Year,Credit Card,18,1293,,
2257JVHA,No,67,339,1012.4,268,643.2,Yes,no,160.8,0,3,Yes,0,RI,9305099417,Female,36,No,No,No,0,No,One Year,Direct Debit,59,3979,,
7889MGGO,No,9,25,73.8,36,87.3,Yes,no,43.7,0,0,No,0,HI,9530830733,Male,84,No,Yes,No,0,No,One Year,Credit Card,9,88,,
8543NUPE,No,11,86,128.5,44,136.4,Yes,no,27.3,0,8,No,50,VA,7320688323,Male,39,No,No,No,0,No,Month-to-Month,Credit Card,34,363,,
5368EJNI,No,66,290,730.8,264,567.6,Yes,no,141.9,0,5,Yes,0,VA,8704060449,Female,70,No,Yes,No,0,Yes,One Year,Credit Card,70,4671,,
3540TKDP,No,71,167,424.2,284,504.1,Yes,no,126,0,9,Yes,0,NC,8566145584,Female,51,No,No,No,0,Yes,Two Year,Credit Card,42,2999,,
3649POHT,No,1,2,6,4,12.8,Yes,no,4.3,0,0,No,0,ND,7693402344,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,10,10,,
1343HRIN,No,61,204,546.9,244,829.6,Yes,no,276.5,0,4,Yes,0,MS,9142324876,Female,62,No,No,No,0,Yes,One Year,Credit Card,51,3107,,
6078FJZF,No,67,167,266.6,268,897.8,Yes,no,448.9,0,4,No,88,RI,8989975550,Female,51,No,No,No,0,Yes,One Year,Credit Card,41,2723,,
6368XFXN,No,46,84,228.2,184,634.8,Yes,no,211.6,0,9,Yes,0,NY,9959094849,Male,34,No,No,No,0,Yes,One Year,Credit Card,18,804,,
5768KDUI,No,33,123,227.5,132,491.7,Yes,no,163.9,0,24,Yes,0,TX,7714770079,Male,32,No,No,No,0,No,One Year,Direct Debit,42,1358,,
1545IMXK,No,50,269,649.3,200,570,Yes,no,142.5,0,1,Yes,0,NM,9489991643,Female,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,37,1836,,
1627IWME,No,55,421,714.3,220,610.5,Yes,no,122.1,0,12,Yes,0,RI,8303437766,Female,43,No,No,No,0,Yes,One Year,Credit Card,14,793,,
3987TFKC,No,60,200,483.6,240,726,Yes,no,145.2,0,13,No,40,NY,8063133002,Female,68,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,69,4145,,
2809TYJV,No,12,21,60.3,48,120,Yes,no,24,0,9,Yes,0,KS,8574532934,Male,83,No,Yes,No,0,No,Month-to-Month,Direct Debit,28,338,,
1265VATB,No,44,193,439.1,176,594,Yes,no,148.5,0,5,Yes,0,ND,8221023859,Female,41,No,No,No,0,Yes,Two Year,Direct Debit,47,2085,,
4147NPJA,No,67,467,875.9,268,536,Yes,no,178.7,0,11,Yes,0,WA,8173139654,Female,45,No,No,No,0,Yes,Two Year,Credit Card,41,2793,,
6155XXQS,No,63,198,568.4,252,718.2,Yes,no,239.4,0,0,No,0,NV,7192127273,Female,68,No,Yes,No,0,No,Two Year,Credit Card,9,554,,
8314DVLG,No,44,287,702.2,176,730.4,Yes,yes,0,0,4,Yes,0,SC,8364700097,Male,41,No,No,No,0,No,Month-to-Month,Direct Debit,41,1785,,
3230VGHO,No,55,207,717.8,220,753.5,Yes,no,188.4,0,5,Yes,0,KY,8285967928,Male,46,No,No,No,0,No,Month-to-Month,Credit Card,32,1739,,
7247GPNP,No,70,121,279.2,280,441,Yes,no,220.5,0,9,Yes,0,ME,9927997910,Female,21,Yes,No,No,0,Yes,Two Year,Direct Debit,38,2679,,
0854VNNJ,No,74,496,809.4,296,969.4,Yes,no,323.1,0,4,Yes,0,WI,8886901290,Female,78,No,Yes,No,0,Yes,Two Year,Paper Check,37,2737,,
7833QIAE,No,68,96,272.6,272,890.8,Yes,no,296.9,0,1,Yes,0,AZ,7484468602,Female,63,No,No,No,0,No,One Year,Credit Card,68,4608,,
3218FBOV,No,25,64,253.8,100,325,Yes,no,81.3,0,12,Yes,0,MT,7240947396,Female,26,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,40,1014,,
6271RLQY,No,23,113,273,92,312.8,Yes,no,156.4,0,43,Yes,0,VA,7321027762,Male,28,Yes,No,No,0,No,One Year,Direct Debit,34,772,,
5815JOCM,No,52,127,366.9,208,660.4,Yes,no,330.2,0,7,No,69,NV,8469627079,Female,44,No,No,No,0,No,One Year,Credit Card,25,1295,,
3973RZUT,No,48,320,620.9,192,571.2,Yes,no,285.6,0,1,Yes,0,WY,9349838302,Female,59,No,No,No,0,No,One Year,Credit Card,32,1511,,
7505ZBYI,No,65,346,847.1,260,903.5,Yes,no,451.8,0,7,Yes,0,NY,7493742749,Female,30,No,No,No,0,No,One Year,Credit Card,38,2507,,
3601CENB,No,1,6,13,4,14,Yes,yes,0,0,0,No,0,OR,9140744732,Male,65,No,Yes,No,0,No,Month-to-Month,Credit Card,12,12,,
8929KKXB,No,20,25,80.2,80,376,Yes,no,125.3,0,1,Yes,0,CA,9764051527,Male,37,No,No,No,0,No,Month-to-Month,Credit Card,19,390,,
1204PWZZ,No,35,167,456.2,140,423.5,Yes,no,141.2,0,5,Yes,0,NY,8235013418,Female,25,Yes,No,No,0,No,Two Year,Direct Debit,21,733,,
2933IJME,No,38,162,492.7,152,273.6,Yes,no,136.8,0,4,Yes,0,MI,8804984088,Female,61,No,No,No,0,Yes,One Year,Direct Debit,50,1893,,
1243IBKL,No,50,235,351.9,200,685,Yes,no,137,0,26,Yes,0,NC,8608124377,Female,22,Yes,No,No,0,Yes,Two Year,Credit Card,37,1873,,
1978ZJGT,No,64,167,450.3,256,755.2,Yes,no,251.7,0,4,Yes,0,OR,9438241959,Male,54,No,No,No,0,Yes,Two Year,Credit Card,45,2898,,
7177MUPO,No,73,352,881.9,292,1073.1,Yes,no,268.3,0,1,Yes,0,SD,8377442281,Male,48,No,No,No,0,Yes,Two Year,Credit Card,39,2893,,
2969KAWC,No,26,88,205.7,104,314.6,Yes,no,62.9,0,38,Yes,0,ME,9668601035,Male,28,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,65,1673,,
1077ZWUU,No,23,52,158.2,92,142.6,Yes,no,35.7,0,13,Yes,0,SD,9728263534,Male,25,Yes,No,No,0,Yes,Month-to-Month,Credit Card,31,709,,
8955MQUS,No,47,86,233,188,545.2,Yes,no,136.3,0,23,Yes,0,DE,9644523926,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,42,1938,,
9122OOLK,No,28,176,331.7,112,403.2,Yes,no,201.6,0,26,Yes,0,OK,7208881372,Female,26,Yes,No,No,0,Yes,One Year,Credit Card,13,356,,
3426TMIR,No,63,246,630.7,252,856.8,Yes,no,428.4,0,0,No,0,SC,8178833145,Male,38,No,No,No,0,No,Two Year,Credit Card,7,469,,
6633AISY,No,17,32,68.9,68,244.8,Yes,no,81.6,0,0,No,0,IN,7184087239,Male,54,No,No,No,0,No,Month-to-Month,Credit Card,8,135,,
4886ACPN,No,33,162,363.9,132,297,Yes,no,148.5,0,0,No,0,WA,7294928888,Female,19,Yes,No,No,0,No,Month-to-Month,Credit Card,12,389,,
2509SLXY,No,50,234,597.1,200,580,Yes,no,193.3,0,6,Yes,0,MS,8273026082,Female,72,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,37,1840,,
0977BTBY,No,69,256,485,276,738.3,Yes,no,147.7,0,4,Yes,0,IA,8410766364,Male,58,No,No,No,0,Yes,Two Year,Direct Debit,64,4436,,
7273FRPY,No,18,73,143,72,133.2,Yes,no,66.6,0,0,No,0,GA,9823820319,Male,44,No,No,No,0,No,One Year,Credit Card,10,188,,
5250QBXI,No,4,10,20.3,16,44,Yes,yes,0,0,1,No,7,MT,8570205584,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,21,87,,
9627DKGE,No,54,288,806.7,216,653.4,Yes,no,130.7,0,6,Yes,0,VT,8814317038,Female,36,No,No,No,0,No,One Year,Direct Debit,56,2988,,
0337FHSW,No,4,23,58.9,16,36.8,Yes,yes,0,0,5,Yes,0,IL,7577118825,Female,62,No,No,No,0,No,Month-to-Month,Credit Card,35,139,,
1731WBDE,No,10,62,142.9,40,140,Yes,no,28,0,6,Yes,0,UT,9783819186,Male,33,No,No,No,0,No,Month-to-Month,Credit Card,17,166,,
3899TTJU,No,4,26,54.3,16,32.4,Yes,no,8.1,0,6,Yes,0,NH,9342555891,Male,56,No,No,No,0,No,Month-to-Month,Direct Debit,16,61,,
0148PYFT,No,53,322,791.7,212,757.9,Yes,no,151.6,0,4,No,67,VT,7617853275,Female,61,No,No,No,0,No,Month-to-Month,Credit Card,23,1231,,
0164JYIQ,No,5,14,57.1,20,65.5,Yes,no,32.8,0,24,Yes,0,CT,7649657169,Female,32,No,No,No,0,No,One Year,Credit Card,32,168,,
0122ZAJF,No,48,253,580.4,192,542.4,Yes,no,180.8,0,26,Yes,0,SD,7299455140,Female,24,Yes,No,No,0,No,Month-to-Month,Credit Card,52,2513,,
6595EXJF,No,2,6,17.9,8,26.4,Yes,no,5.3,0,0,No,0,NJ,7913134232,Male,62,No,No,No,0,No,Month-to-Month,Credit Card,9,18,,
5809JXBJ,No,50,114,350.5,200,805,Yes,no,268.3,0,0,No,0,TN,9284246196,Female,61,No,No,No,0,No,One Year,Direct Debit,10,514,,
1274ULMA,No,34,211,546.8,136,370.6,Yes,no,123.5,0,5,No,25,DC,8829686230,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,25,869,,
2407TFBP,No,31,246,437.1,124,412.3,Yes,no,103.1,0,0,No,0,DC,8428683390,Male,57,No,No,No,0,No,Two Year,Credit Card,11,340,,
6588XBRR,No,49,223,633.9,196,254.8,Yes,no,51,0,30,Yes,0,AK,9718660756,Female,29,Yes,No,No,0,Yes,One Year,Credit Card,38,1841,,
0363WXBO,No,52,228,464.6,208,509.6,Yes,no,254.8,0,0,No,0,ID,8552850253,Female,60,No,No,No,0,No,Two Year,Direct Debit,13,683,,
6478RBXH,No,64,273,644,256,902.4,Yes,no,451.2,0,3,Yes,0,MN,8855823533,Female,34,No,No,No,0,Yes,Two Year,Direct Debit,52,3327,,
4631JYFV,No,61,239,613.9,244,860.1,Yes,no,286.7,0,5,Yes,0,MN,9086271705,Male,83,No,Yes,No,0,No,One Year,Direct Debit,44,2714,,
3228GENE,No,16,20,64.1,64,206.4,Yes,no,51.6,0,4,Yes,0,MO,8952743715,Female,52,No,No,No,0,Yes,Month-to-Month,Credit Card,50,807,,
1954FSPR,No,18,35,90.8,72,194.4,Yes,no,38.9,0,10,Yes,0,PA,8560860641,Prefer not to say,43,No,No,No,0,No,Month-to-Month,Direct Debit,22,405,,
7486TURJ,No,18,121,280.4,72,217.8,Yes,no,108.9,0,4,Yes,0,IA,8767885060,Male,65,No,Yes,No,0,No,Month-to-Month,Credit Card,32,563,,
8546VDFA,No,71,132,428.2,284,965.6,Yes,no,241.4,0,7,Yes,0,WY,7398132697,Female,70,No,Yes,No,0,No,Two Year,Direct Debit,43,3072,,
2329MCQZ,No,72,108,288.5,288,871.2,Yes,no,435.6,0,10,Yes,0,NE,7632837318,Male,23,Yes,No,No,0,Yes,Two Year,Credit Card,73,5274,,
1815HEQP,No,37,159,406.8,148,643.8,Yes,no,214.6,0,0,No,0,ND,8617964363,Female,36,No,No,No,0,No,Two Year,Credit Card,11,413,,
8182OTEO,No,64,351,1030.1,256,544,Yes,no,108.8,0,9,Yes,0,CT,8504883003,Male,76,No,Yes,No,0,No,Two Year,Credit Card,42,2685,,
6837LGZB,No,31,76,154.2,124,365.8,Yes,no,91.5,0,12,No,34,ND,7858861052,Female,27,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,63,1944,,
3562NGFH,No,52,77,259.4,208,722.8,Yes,no,361.4,0,3,Yes,0,WA,7905232398,Male,42,No,No,No,0,No,Two Year,Direct Debit,35,1813,,
7499KOXG,No,31,176,400.9,124,372,Yes,no,124,0,12,Yes,0,NV,8488433852,Female,29,Yes,No,No,0,Yes,Month-to-Month,Credit Card,41,1277,,
7435CWNV,No,35,187,421.2,140,378,Yes,no,94.5,0,0,No,0,MO,9286681155,Female,60,No,No,No,0,No,One Year,Direct Debit,9,311,,
8068OZFJ,No,55,168,275.1,220,786.5,Yes,no,262.2,0,17,Yes,0,NY,9779902577,Male,21,Yes,No,No,0,No,One Year,Credit Card,50,2731,,
7621EUDU,No,27,45,108.5,108,302.4,Yes,no,75.6,0,14,Yes,0,CT,9083994992,Male,30,No,No,No,0,No,Month-to-Month,Direct Debit,18,482,,
3744EIXF,No,45,229,589.1,180,693,Yes,no,346.5,0,7,Yes,0,NC,7750094827,Male,48,No,No,No,0,Yes,Month-to-Month,Direct Debit,36,1640,,
6104FNEV,No,3,6,16.5,12,42.9,Yes,no,8.6,0,3,No,5,TX,7887765601,Female,36,No,No,No,0,No,Month-to-Month,Credit Card,27,89,,
8351TOQB,No,72,346,860.3,288,777.6,Yes,yes,0,0,3,Yes,0,TX,7165904788,Female,57,No,No,No,0,No,One Year,Credit Card,40,2855,,
0765XJTN,No,61,329,982.2,244,896.7,Yes,no,448.4,0,8,Yes,0,UT,9408608079,Male,48,No,No,No,0,No,Two Year,Credit Card,31,1902,,
4901GAEU,No,7,18,65.8,28,121.8,Yes,no,40.6,0,0,No,0,MS,9115241855,Female,48,No,No,No,0,No,Month-to-Month,Credit Card,7,46,,
5015BIYZ,No,34,168,541.8,136,414.8,Yes,no,207.4,0,0,No,0,VT,8686527214,Male,47,No,No,No,0,No,Two Year,Credit Card,9,308,,
4089HGOC,No,59,168,354.5,236,660.8,Yes,no,132.2,0,6,Yes,0,MT,7562200285,Female,44,No,No,No,0,No,Two Year,Credit Card,35,2087,,
6577IPYW,No,64,184,511,256,537.6,Yes,no,268.8,0,7,Yes,0,CT,8536258181,Male,26,Yes,No,No,0,No,One Year,Credit Card,36,2323,,
